연도,학교종류,시도,학교명,본분교,학교상태,설립,우편번호,주소,전화번호,팩스번호,홈페이지
2013,전문대학(2년제),전남,전남도립대학교,본교,기존,공립,517-802,전남 담양군 담양읍 죽녹원로 152,061-380-8411,061-381-9100,www.dorip.ac.kr
2013,전문대학(2년제),강원,송호대학교,본교,기존,사립,225-704,강원 횡성군 횡성읍 남산로 210,033-340-1000,033-340-1006,www.songho.ac.kr
2013,전문대학(2년제),경기,한국관광대학교,본교,기존,사립,467-745,경기 이천시 신둔면 고척리 한국관광대학교,031-644-1000,031-644-1122,www.ktc.ac.kr
2013,전문대학(2년제),강원,송곡대학교,본교,기존,사립,200-911,강원 춘천시 남산면 한치로 69-67,033-260-3600,033-261-4599,www.songgok.ac.kr
2013,전문대학(2년제),경남,한국승강기대학교,본교,기존,사립,670-802,경남 거창군 거창읍 운정1길 120,055-949-2220,055-949-2222,http://www.klc.ac.kr
2013,교육대학,충남,공주교육대학교,본교,기존,국립,314-711,충남 공주시 봉황동 공주교육대학교,041-850-1114,041-854-1578,www.gjue.ac.kr
2013,교육대학,광주,광주교육대학교,본교,기존,국립,500-703,광주광역시 북구 필문대로55  광주교육대학교,062-520-4114,062-524-6022,www.gnue.ac.kr
2013,교육대학,대구,대구교육대학교,본교,기존,국립,705-715,대구 남구 중앙대로 219,053-620-1114,053-651-5369,http://www.dnue.ac.kr
2013,교육대학,부산,부산교육대학교,본교,기존,국립,611-736,부산 연제구 교대로 24번지(거제1동) 부산교육대학교 ,051-500-7114,051-505-4908,www.bnue.ac.kr
2013,교육대학,서울,서울교육대학교,본교,기존,국립,137-742,서울 서초구 서초중앙로 96(서초동 1650),02-3475-2114,02-581-7711,www.snue.ac.kr
2013,교육대학,인천,경인교육대학교,본교,기존,국립,407-753,인천 계양구 계산1동 산59-12,032-540-1114,032-541-0580,www.ginue.ac.kr
2013,교육대학,경기,경인교육대학교,제2캠퍼스,기존,국립,430-040,경기 안양시 만안구 석수동 6-8번지,031-470-6114,031-470-6139,www.ginue.ac.kr
2013,교육대학,전북,전주교육대학교,본교,기존,국립,560-757,전북 전주시 완산구 동서학동 전주교육대학교 ,063-281-7114,063-281-0102,www.jnue.kr
2013,교육대학,경남,진주교육대학교,본교,기존,국립,660-756,경남 진주시 신안동 진주교육대학교,055-740-1114,055-745-8741,www.cue.ac.kr
2013,교육대학,충북,청주교육대학교,본교,기존,국립,361-150,충북 청주시 흥덕구 수곡동 135,043-299-0633,,www.cje.ac.kr
2013,교육대학,강원,춘천교육대학교,본교,기존,국립,200-703,강원도 춘천시 공지로 126 춘천교육대학교,033-260-6000,033-261-4328,www.cnue.ac.kr
2013,일반대학,강원,강릉원주대학교,본교,기존,국립,210-702,강원 강릉시 지변동 강릉원주대학교 ,,,www.gwnu.ac.kr
2013,일반대학,강원,강릉원주대학교,제2캠퍼스,기존,국립,220-711,강원 원주시 남원로 901 강릉원주대학교 원주캠퍼스,033-760-8114,033-760-8059,www.gwnu.ac.kr
2013,일반대학,강원,강원대학교,본교,기존,국립,200-701,강원 춘천시 강원대학길1(효자동) 강원대학교,033-250-6114,033-251-9556,http://www.kangwon.ac.kr/
2013,일반대학,강원,강원대학교,제2캠퍼스,기존,국립,245-932,강원 삼척시 중앙로 346(교동 산 253),033-570-6114,033-572-8620,http://samcheok.kangwon.ac.kr/
2013,일반대학,대구,경북대학교,본교,기존,국립,702-701,대구광역시 북구 대학로 80 경북대학교 ,053-950-5114,,www.knu.ac.kr
2013,일반대학,경북,경북대학교,제2캠퍼스,폐교,국립,742-711,경북 상주시 경상대로 2559 ,054-532-6000,,http://www.knu.ac.kr/
2013,일반대학,경남,경상대학교,본교,기존,국립,660-701,경남 진주시 진주대로 501,055-772-0114,055-772-0359,www.gnu.ac.kr
2013,일반대학,충남,공주대학교,본교,기존,국립,314-701,충남 공주시 신관동  182 번지 공주대학교,041-850-8114,041-850-0880,www.kongju.ac.kr
2013,일반대학,전북,군산대학교,본교,기존,국립,573-701,전라북도 군산시 대학로 558(미룡동 군산대학교),063-469-4113,,http://kunsan.ac.kr
2013,일반대학,경북,금오공과대학교,본교,기존,국립,730-701,경북 구미시 대학로 61 금오공과대학교,054-478-7114,054-478-7100,www.kumoh.ac.kr
2013,일반대학,전남,목포대학교,본교,기존,국립,534-729,전남 무안군 청계면 도림리 목포대학교,061-450-2114,061-452-4793,www.mokpo.ac.kr
2013,일반대학,전남,목포해양대학교,본교,기존,국립,530-729,전라남도 목포시 해양대학로 91 목포해양대학교,061-240-7114,061-242-5176,www.mmu.ac.kr
2013,일반대학,부산,부경대학교,본교,기존,국립,608-737,부산 남구 대연3동 599-1 부경대학교,051-629-4114,051-629-5119,www.pknu.ac.kr
2013,일반대학,부산,부산대학교,본교,기존,국립,609-735,부산 금정구 장전2동 산30 부산대학교 부산캠퍼스,051-512-0311,051-512-3368,www.pusan.ac.kr
2013,일반대학,서울,서울대학교,본교,기존,국립대법인,151-742,서울 관악구 관악로 1 서울대학교,02-880-5114,02-885-5272,www.snu.ac.kr
2013,일반대학,전남,순천대학교,본교,기존,국립,540-742,전남 순천시 매곡동 순천대학교,061-750-3114,,www.sunchon.ac.kr
2013,일반대학,경북,안동대학교,본교,기존,국립,760-749,경북 안동시 경동로 1375(송천동) 안동대학교,054-820-5114,054-820-5757,www.andong.ac.kr
2013,일반대학,광주,전남대학교,본교,기존,국립,500-757,광주 북구 용봉로 333,062-530-5114,,www.chonnam.ac.kr
2013,일반대학,전남,전남대학교,제2캠퍼스,기존,국립,550-749,전남 여수시 둔덕동 산96-1,,,www.chonnam.ac.kr
2013,일반대학,전북,전북대학교,본교,기존,국립,561-756,전북 전주시 덕진구 덕진동1가 전북대학교,063-270-2114,063-276-0429,www.jbnu.ac.kr
2013,일반대학,제주,제주대학교,본교,기존,국립,690-756,제주특별자치도 제주시 아라1동 제주대학로 102,064-754-2114,064-755-6130,www.jejunu.ac.kr
2013,일반대학,경남,창원대학교,본교,기존,국립,641-773,경남 창원시 의창구 창원대학로 20,055-213-2114,,www.changwon.ac.kr
2013,일반대학,대전,충남대학교,본교,기존,국립,305-764,대전 유성구 궁동 충남대학교,042-821-5114,042-823-8589,http://www.cnu.ac.kr
2013,일반대학,충북,충북대학교,본교,기존,국립,361-763,충북 청주시 흥덕구 내수동로 52(개신동),"043-261-2114,3114",043-263-0612,www.chungbuk.ac.kr
2013,일반대학,충북,한국교원대학교,본교,기존,국립,363-791,충북 청원군 강내면 한국교원대학교,043-230-3114,043-233-2960,www.knue.ac.kr
2013,일반대학,서울,한국체육대학교,본교,기존,국립,138-763,서울 송파구 오륜동 한국체육대학교,02-410-6564,02-410-6569,www.knsu.ac.kr/
2013,일반대학,부산,한국해양대학교,본교,기존,국립,606-791,부산 영도구 동삼2동 한국해양대학교,051-410-4114,051-405-2475,www.hhu.ac.kr
2013,일반대학,충북,한국교통대학교,본교,기존,국립,380-702,충북 충주시 대소원면 대학로 50 ,043-841-5000,043-853-1236,www.ut.ac.kr
2013,일반대학,경남,경남과학기술대학교,본교,기존,국립,660-758,경남 진주시 동진로33 경남과학기술대학교,055-751-3114,055-752-9554,http://www.gntech.ac.kr
2013,일반대학,서울,서울과학기술대학교,본교,학제 변경,국립,139-743,서울 노원구 공릉로 232 (공릉동 172),02-970-6114,02-970-6088,www.seoultech.ac.kr
2013,일반대학,경기,한경대학교,본교,기존,국립,456-749,경기 안성시 중앙로 327(석정동),031-670-5114,031-670-5469,www.hknu.ac.kr
2013,일반대학,대전,한밭대학교,본교,기존,국립,305-719,대전 유성구 덕명동 한밭대학교 ,042-821-1038,042-825-5395,www.hanbat.ac.kr
2013,일반대학,서울,서울시립대학교,본교,기존,공립,130-743,서울 동대문구 서울시립대로 163 (전농동 90번지) ,02-6490-6114,02-2210-5576,www.uos.ac.kr
2013,일반대학,인천,인천대학교,본교,기존,국립대법인,406-840,인천 연수구 아카데미로 119 ,032-835-8114,032-835-0713,www.incheon.ac.kr
2013,일반대학,경북,가야대학교,본교,기존,사립,717-802,경북 고령군 고령읍 대가야로 1103,055-330-1000,055-331-0112,WWW.KAYA.AC.KR
2013,일반대학,경남,가야대학교,제2캠퍼스,기존,사립,621-070,경남 김해시 삼계로 208 (삼계동),055-330-1000,055-331-0983,WWW.KAYA.AC.KR
2013,일반대학,경기,가톨릭대학교,본교,기존,사립,420-743,경기 부천시 원미구 역곡2동 가톨릭대학교 성심교정 ,02-2164-4114,02-2164-4754,www.catholic.ac.kr
2013,일반대학,서울,가톨릭대학교,제2캠퍼스,기존,사립,137-040,서울 서초구 반포동 505,,,songeui.catholic.ac.kr
2013,일반대학,서울,가톨릭대학교,제3캠퍼스,기존,사립,110-758,서울 종로구 창경궁로 296-12(혜화동) ,02-740-9714,02-741-2801,http://catholic.ac.kr
2013,일반대학,서울,감리교신학대학교,본교,기존,사립,120-701,서울 서대문구 냉천동 감리교신학대학,02-361-9114,02-361-9299,www.mtu.ac.kr
2013,일반대학,경기,강남대학교,본교,기존,사립,446-702,경기 용인시 기흥구 구갈동 111번지 강남대학교,031-280-3500,031-281-3604,www.kangnam.ac.kr
2013,일반대학,서울,건국대학교,본교,기존,사립,143-914,서울 광진구 화양동,02-450-3114,02-450-4126,www.konkuk.ac.kr
2013,일반대학,충북,건국대학교,분교1,기존,사립,380-701,충북 충주시 충원대로 268 건국대학교 GLOCAL캠퍼스,043-840-3114,043-851-6136,www.kku.ac.kr
2013,일반대학,충남,건양대학교,본교,기존,사립,320-711,충남 논산시 내동 건양대학교,041-730-5114,041-733-2070,www.konyang.ac.kr
2013,일반대학,대전,건양대학교,제2캠퍼스,기존,사립,302-718,대전 서구 가수원동 685번지,041-730-5114,041-733-2070,www.konyang.ac.kr
2013,일반대학,경기,경기대학교,본교,기존,사립,443-760,경기 수원시 영통구 광교산로 154-42 경기대학교,031-249-9114,031-249-8718,www.kyonggi.ac.kr
2013,일반대학,서울,경기대학교,제2캠퍼스,기존,사립,120-702,서울 서대문구 경기대로9길 24 경기대학교,02-390-5114,031-249-8718,www.kyonggi.ac.kr
2013,일반대학,경남,경남대학교,본교,기존,사립,631-701,경남 창원시 마산합포구 경남대학로 7(월영동),055-245-5000,055-246-6184,www.kyungnam.ac.kr
2013,일반대학,강원,경동대학교,본교,기존,사립,219-705,강원 고성군 토성면 봉포4길 46(산91-1),,,
2013,일반대학,강원,경동대학교,제2캠퍼스,기존,사립,217-070,강원 속초시 도리원길 5 (산244번지),,,
2013,일반대학,강원,경동대학교,제3캠퍼스,기존,사립,220-800,강원 원주시 문막읍 견훤로 815 (산58-2),,,
2013,일반대학,경북,대구한의대학교,본교,기존,사립,712-715,경북 경산시 유곡동 대구한의대학교,053-819-1000,053-819-1258,www.dhu.ac.kr
2013,일반대학,부산,경성대학교,본교,기존,사립,608-736,부산광역시 남구 수영로 309(대연동),051-663-4114,051-663-4089,http://ks.ac.kr
2013,일반대학,경기,가천대학교,본교,기존,사립,461-701,경기 성남시 수정구 성남대로 1342 (복정동),031-750-5114,031-753-8828,www.gachon.ac.kr
2013,일반대학,경북,경일대학교,본교,기존,사립,712-701,경북 경산시 하양읍 경일대학교,053-600-4000,053-600-4020,www.kiu.ac.kr
2013,일반대학,경북,경주대학교,본교,기존,사립,780-712,경북 경주시 태종로 188 경주대학교,054-770-5114,054-748-5553,www.gju.ac.kr
2013,일반대학,서울,경희대학교,본교,기존,사립,130-701,서울 동대문구 회기동 경희대학교,02-961-0114,02-961-0930,www.khu.ac.kr
2013,일반대학,대구,계명대학교,본교,기존,사립,704-701,대구 달서구 달구벌대로 1095 계명대학교 성서캠퍼스,053-580-5114,053-580-5454,www.kmu.ac.kr
2013,일반대학,서울,고려대학교,본교,기존,사립,136-701,서울 성북구 안암동 고려대학교,02-3290-1114,,www.korea.ac.kr
2013,일반대학,세종,고려대학교 세종캠퍼스,분교1,기존,사립,339-700,세종특별자치시 조치원읍 서창리 고려대학교세종캠퍼스 ,044-860-1114,044-862-5182,sejong.korea.ac.kr
2013,일반대학,부산,고신대학교,본교,기존,사립,606-080,부산 영도구 동삼동  149-1,051-990-2114,051-911-2525,www.kosin.ac.kr
2013,일반대학,강원,관동대학교,본교,기존,사립,210-701,강원도 강릉시 범일로 579번길 24(내곡동),033-649-7114,033-641-1010,www.kd.ac.kr
2013,일반대학,광주,광신대학교,본교,기존,사립,500-710,광주 북구 본촌동 산70 광신대학교,062-605-1004,062-571-7255,www.kwangshin.ac.kr
2013,일반대학,서울,광운대학교,본교,기존,사립,139-701,서울특별시 노원구 월계동 447-1,,,http://www.kw.ac.kr
2013,일반대학,전남,광주가톨릭대학교,본교,기존,사립,520-710,전남 나주시 남평읍 광주가톨릭대학교,061-337-2181,061-337-2185,www.gjcatholic.ac.kr
2013,일반대학,광주,광주여자대학교,본교,기존,사립,506-713,광주 광산구 산정동 광주여자대학교,062-956-2500,062-953-2218,www.kwu.ac.kr
2013,일반대학,서울,국민대학교,본교,기존,사립,136-702,서울 성북구 정릉3동 국민대학교,02-910-4114,,www.kookmin.ac.kr
2013,일반대학,서울,그리스도대학교,본교,기존,사립,157-722,서울 강서구 화곡6동 그리스도대학교,02-2600-2400,02-2698-8876,kcu.ac.kr
2013,일반대학,충북,극동대학교,본교,기존,사립,369-700,충북 음성군 감곡면 왕장리 극동대학교,043-879-3500,043-882-3310,www.kdu.ac.kr
2013,일반대학,충남,나사렛대학교,본교,기존,사립,330-718,충남 천안시 쌍용2동 456번 나사렛대학교,041-570-7700,041-570-7725,www.kornu.ac.kr
2013,일반대학,경기,단국대학교,본교,기존,사립,448-160,경기 용인시 수지구 죽전동 126번지,031-8005-2114,031-8005-2116,WWW://dankook.ac.kr
2013,일반대학,충남,단국대학교,분교1,기존,사립,330-714,충남 천안시 동남구 안서동 산29번지,041-550-1114,041-550-1119,www.dankook.ac.kr
2013,일반대학,경북,대구대학교,본교,기존,사립,712-714,경북 경산시 진량읍 대구대학교경산캠퍼스,053-850-5000,053-850-5019,www.daegu.ac.kr
2013,일반대학,경북,대구예술대학교,본교,기존,사립,718-912,경상북도 칠곡군 가산면 다부 거문1길 202,054-973-5311,054-973-5319,www.dgau.ac.kr
2013,일반대학,경북,대구가톨릭대학교,본교,기존,사립,712-702,경북 경산시 하양읍 하양로 13-13,053-850-3114,053-852-8030,www.cu.ac.kr
2013,일반대학,전남,세한대학교,본교,기존,사립,526-895,전남 영암군 삼호읍 녹색로 1113,061-469-1114,061-462-2510,http://www.sehan.ac.kr
2013,일반대학,경북,대신대학교,본교,기존,사립,712-713,경북 경산시 백천동 대신대학교,053-810-0701,053-813-0006,www.daeshin.ac.kr
2013,일반대학,세종,대전가톨릭대학교,본교,기존,사립,339-854,세종특별자치시 전의면 가톨릭대학로 30,044-861-7101,044-861-7106,dcatholic.ac.kr
2013,일반대학,대전,대전대학교,본교,기존,사립,300-716,대전 동구 대학로 62 (용운동) 대전대학교,042-280-2114,042-283-8808,www.dju.ac.kr
2013,일반대학,경기,대진대학교,본교,기존,사립,487-711,경기 포천시 호국로 1007 대진대학교,031-539-1114,031-539-1115,www.daejin.ac.kr
2013,일반대학,서울,서울기독대학교,본교,기존,사립,122-879,서울 은평구 갈현로 4길 26-2호,02-380-2500,02-380-2535,www.scu.ac.kr
2013,일반대학,서울,덕성여자대학교,본교,기존,사립,132-714,서울특별시 도봉구 삼양로 144길 33,02-901-8000,,http://www.duksung.ac.kr
2013,일반대학,서울,동국대학교,본교,기존,사립,100-715,서울 중구 필동3가 동국대학교,02-2260-3114,02-2277-1274,http://www.dongguk.edu
2013,일반대학,경북,동국대학교,분교1,기존,사립,780-714,경북 경주시 동대로 123번지 동국대학교 경주캠퍼스,054-770-2114,054-770-2001,web.dongguk.ac.kr
2013,일반대학,서울,동덕여자대학교,본교,기존,사립,136-714,서울 성북구 하월곡2동 동덕여자대학교,02-940-4000,02-940-4182,www.dongduk.ac.kr
2013,일반대학,부산,동서대학교,본교,기존,사립,617-716,부산 사상구 주례2동 동서대학교,051-313-2001,051-313-1046,www.dongseo.ac.kr
2013,일반대학,전남,동신대학교,본교,기존,사립,520-714,전남 나주시 대호동 동신대학교,061-330-3114,061-330-2909,http://www.dsu.ac.kr
2013,일반대학,부산,동아대학교,본교,기존,사립,604-714,부산 사하구 하단2동 동아대학교,051-200-6114,051-201-5430,www.donga.ac.kr
2013,일반대학,경북,동양대학교,본교,기존,사립,750-711,경북 영주시 풍기읍 동양대학교,054-630-1114,054-637-4053,www.dyu.ac.kr
2013,일반대학,부산,동의대학교,본교,기존,사립,614-714,부산 부산진구 엄광로 176 동의대학교,051-890-1114,051-890-1234,www.deu.ac.kr
2013,일반대학,경기,루터대학교,본교,기존,사립,446-700,경기 용인시 기흥구 상갈동 금화로82번길 20 루터대학교,031-679-2300,031-283-1505,www.ltu.ac.kr
2013,일반대학,서울,명지대학교 인문캠퍼스,제2캠퍼스,기존,사립,120-120,서울 서대문구 남가좌동 50-3,02-300-1556,02-300-1556,www.mju.ac.kr
2013,일반대학,경기,명지대학교 자연캠퍼스,본교,기존,사립,449-728,경기 용인시 처인구 남동 산 38-2,031-332-2459,031-332-2459,www.mju.ac.kr
2013,일반대학,대전,목원대학교,본교,기존,사립,302-729,대전 서구 목원길21(도안동) 목원대학교,042-829-7114,042-825-5020,www.mokwon.ac.kr
2013,일반대학,대전,배재대학교,본교,기존,사립,302-735,대전 서구 배재로 155-40(도마동),042-520-5114,042-533-7354,www.pcu.ac.kr
2013,일반대학,부산,부산가톨릭대학교,본교,기존,사립,609-757,부산 금정구 부곡3동 9번지 부산가톨릭대학교,051-515-5811~5,051-514-1576,www.cup.ac.kr
2013,일반대학,부산,부산외국어대학교,본교,기존,사립,608-738,부산 남구 석포로 15 부산외국어대학교,051-643-5117,051-645-4525,www.bufs.ac.kr
2013,일반대학,서울,삼육대학교,본교,기존,사립,139-742,서울시 노원구 화랑로 815(공릉2동 26-21),02-3399-3636,02-979-5318,http://www.syu.ac.kr
2013,일반대학,서울,상명대학교,본교,기존,사립,110-743,서울 종로구 홍지동 상명대학교,02-2287-5114,02-2287-0031,www.smu.ac.kr
2013,일반대학,충남,상명대학교,분교1,기존,사립,330-720,충남 천안시 동남구 상명대길 31,041-550-5114,041-550-5032,www.smu.ac.kr
2013,일반대학,강원,상지대학교,본교,기존,사립,220-702,강원도 원주시 상지대길 83번지(우산동),033-730-0114,033-745-2433,www.sangji.ac.kr
2013,일반대학,서울,서강대학교,본교,기존,사립,121-742,서울 마포구 신수동 서강대학교,02-705-8114,,www.sogang.ac.kr
2013,일반대학,서울,서경대학교,본교,기존,사립,136-704,서울 성북구 정릉4동 서경대학교,02-940-7114,02-919-0345,http://www.skuniv.ac.kr
2013,일반대학,전북,서남대학교,본교,기존,사립,590-711,전북 남원시 광치동 서남대학교,063-620-0114,063-620-0013,www.seonam.ac.kr
2013,일반대학,충남,서남대학교,제2캠퍼스,기존,사립,336-922,충남 아산시 송악면 평촌리 산 36-1,041-539-5511,041-539-5514,asan.seonam.ac.kr
2013,일반대학,경기,서울신학대학교,본교,기존,사립,422-230,경기 부천시 소사구 소사본동 101,032-340-9114,032-349-9400,www.stu.ac.kr
2013,일반대학,서울,서울여자대학교,본교,기존,사립,139-774,서울특별시 노원구 화랑로 621 서울여자대학교,02-970-5114,02-978-7931,www.swu.ac.kr
2013,일반대학,경기,서울장신대학교,본교,기존,사립,464-742,경기 광주시 경안로 145 (경안동 219-1) 서울장신대학교,031-799-9000,031-765-1232,www.sjs.ac.kr
2013,일반대학,충북,서원대학교,본교,기존,사립,361-742,충북 청주시 흥덕구 모충동 서원대학교,043-299-8114,043-283-8822,www.seowon.ac.kr
2013,일반대학,충남,선문대학교,본교,기존,사립,336-708,충남 아산시 탕정면 선문대학교,041-530-2114,041-530-2988,www.sunmoon.ac.kr
2013,일반대학,경기,성결대학교,본교,기존,사립,430-742,경기 안양시 만안구 성결대학교로 53,031-467-8114,031-449-0529,www.sungkyul.edu
2013,일반대학,서울,성공회대학교,본교,기존,사립,152-716,서울 구로구 항동 성공회대학교,02-2610-4142,02-2610-4248,www.skhu.ac.kr
2013,일반대학,서울,성균관대학교,본교,기존,사립,110-745,서울 종로구 명륜동3가 성균관대학교,02-760-0114,,http://www.skku.edu
2013,일반대학,서울,성신여자대학교,본교,기존,사립,136-742,서울 성북구 동선동3가 성신여자대학교,02-920-7114,02-920-2018,www.sungshin.ac.kr
2013,일반대학,충북,세명대학교,본교,기존,사립,390-711,충북 제천시 신월동 세명대학교,043-645-1125,043-644-2111,www.semyung.ac.kr
2013,일반대학,서울,세종대학교,본교,기존,사립,143-747,서울 광진구 군자동 세종대학교,02-3408-3114,02-3408-3906,www.sejong.ac.kr
2013,일반대학,경기,수원가톨릭대학교,본교,기존,사립,447-703,경기 화성시 봉담읍 왕림1길 67,031-290-8800,031-227-4526,www.suwoncatholic.ac.kr
2013,일반대학,경기,수원대학교,본교,기존,사립,445-743,경기 화성시 봉담읍 와우리 와우안길 17,031-220-2101,,suwon.ac.kr
2013,일반대학,서울,숙명여자대학교,본교,기존,사립,140-742,서울 용산구 청파로47길 100 숙명여자대학교,,,http://www.sookmyung.ac.kr/
2013,일반대학,충남,순천향대학교,본교,기존,사립,336-745,충남 아산시 신창면 순천향로 22,041-530-1114,041-542-4615,www.sch.ac.kr
2013,일반대학,서울,숭실대학교,본교,기존,사립,156-743,서울 동작구 상도동 511 숭실대학교,02-8200-114,,www.ssu.ac.kr
2013,일반대학,부산,신라대학교,본교,기존,사립,617-736,부산광역시 사상구 백양대로 700번길 140(괘법동),051-999-5000,051-999-5800,www.silla.ac.kr
2013,일반대학,경기,아세아연합신학대학교,본교,기존,사립,476-751,경기 양평군 옥천면 아신리 산151-1 아세아연합신학대학교 ,031-770-7700,031-772-5479,
2013,일반대학,경기,아주대학교,본교,기존,사립,442-749,경기도 수원시 영통구 원천동 산 5번지 아주대학교,031-219-2114,031-213-5158,www.ajou.ac.kr
2013,일반대학,경기,안양대학교,본교,기존,사립,430-714,경기 안양시 만안구 안양5동 안양대학교 708-113번지,031-467-0700,031-448-3870,www.anyang.ac.kr
2013,일반대학,인천,안양대학교,제2캠퍼스,기존,사립,417-833,인천 강화군 불은면 삼성리 산102번지,032-930-6210,032-930-6215,http//www.anyang.ac.kr
2013,일반대학,서울,연세대학교,본교,기존,사립,120-749,서울 서대문구 신촌동 연세대학교,02-2123-2114,02-392-0618,www.yonsei.ac.kr
2013,일반대학,강원,연세대학교 원주캠퍼스,분교1,기존,사립,220-710,강원도 원주시 연세대길 1,033-760-2114,033-762-4332,www.yonsei.ac.kr/wonju
2013,일반대학,경북,영남대학교,본교,기존,사립,712-749,경상북도 경산시 대학로 280 영남대학교,053-810-2114,053-810-2036,http://www.yu.ac.kr
2013,일반대학,경북,영남신학대학교,본교,기존,사립,712-720,경북 경산시 진량읍 영남신학대학교,053-850-0500,053-852-9815,www.ytus.ac.kr
2013,일반대학,충북,영동대학교,본교,기존,사립,370-701,충북 영동군 영동읍 영동대학교,043-740-1114,043-740-1029,www.youngdong.ac.kr
2013,일반대학,전남,영산선학대학교,본교,기존,사립,513-902,전남 영광군 백수읍 성지로 1357,061-350-6015,061-350-6040,http://www.youngsan.ac.kr
2013,일반대학,경기,용인대학교,본교,기존,사립,449-714,경기 용인시 처인구 삼가동 용인대학교 ,031-332-6471,031-332-6479,www.yongin.ac.kr
2013,일반대학,전북,우석대학교,본교,기존,사립,565-701,전북 완주군 삼례읍 우석대학교,063-290-1114,063-291-9312,www.woosuk.ac.kr
2013,일반대학,울산,울산대학교,본교,기존,사립,680-749,울산 남구 대학로 93 울산대학교,052-259-2033,052-277-3419,www.ulsan.ac.kr
2013,일반대학,전북,원광대학교,본교,기존,사립,570-749,전북 익산시 신용동 원광대학교 ,063-850-5114,063-850-6666,http://www.wonkwang.ac.kr
2013,일반대학,경북,위덕대학교,본교,기존,사립,780-713,경북 경주시 강동면 동해대로 261,054-760-1114,054-760-1059,www.uu.ac.kr
2013,일반대학,대전,을지대학교 대전캠퍼스,본교,기존,사립,301-746,대전 중구 용두동 을지대학교대전캠퍼스 ,042-259-1500,042-259-1539,www.eulji.ac.kr
2013,일반대학,경기,을지대학교 성남캠퍼스,제2캠퍼스,기존,사립,461-713,경기 성남시 수정구 양지동 212,031-740-7114,031-740-7195,www.eulji.ac.kr
2013,일반대학,서울,이화여자대학교,본교,기존,사립,120-750,서울 서대문구 대현동 11-1 이화여자대학교,02-3277-2114,02-393-5903,www.ewha.ac.kr
2013,일반대학,경남,인제대학교,본교,기존,사립,621-749,경남 김해시 어방동 인제대학교,055-334-71111~8,055-334-0712,http://www.inje.ac.kr
2013,일반대학,부산,인제대학교,제2캠퍼스,기존,사립,614-110,부산 부산진구 개금동 633-165,051-894-3421,051-895-1864,www.inje.ac.kr
2013,일반대학,인천,인천가톨릭대학교,본교,기존,사립,417-852,인천광역시 강화군 양도면 고려왕릉로 53,032-930-8000,032-937-8118,www.iccu.ac.kr
2013,일반대학,인천,인천가톨릭대학교,제2캠퍼스,기존,사립,406-840,인천광역시 연수구 해송로 12(송도동),032-830-7000,032-830-7011,
